Word,The Online Plain Text English Dictionary,Webster's English Dictionary,WordNet,Average
common,0.0006742909893858965,0.0007707460101705972,0.0003218705872580779,0.0005889691956048572
often,0.0006432481589311495,0.0006744027588992726,0.00044300467923692445,0.0005868851990224488
instrument,0.0007216185833578878,0.0005362720733415903,0.0005018412381980785,0.0005865772982991855
great,0.0004905785009569843,0.0006976180001694712,0.0005675997452723095,0.000585265415466255
acid,0.0008366297256984255,0.0007141588595744879,0.0002007364952792314,0.0005838416935173816
appli,0.0007272164708169404,0.0006709204727087428,0.00035301935376692416,0.0005837187657642025
differ,0.0005424861846682004,0.0005591971240959115,0.0006437411745161558,0.0005818081610934226
live,0.0004422331092651653,0.00047649282707082856,0.0007994850070603871,0.0005727369811321269
right,0.0005602976447651864,0.0005658715059610936,0.0005745216933853864,0.0005668969480372221
sever,0.0006656397087673604,0.0006610539951689083,0.0003599413018800011,0.0005622116686054233
piec,0.0006778532814052937,0.0005258252147700008,0.00048107539385884763,0.0005615846300113807
set,0.0005414683869483727,0.0005336603586986929,0.0005918265636680787,0.0005556517697717148
put,0.0005027920735949175,0.00047213996933266627,0.0006852728631946175,0.0005534016353740671
offic,0.0006946469437824519,0.000575737983500928,0.00036686324999307804,0.000545749392425486
number,0.0005038098713147453,0.0004895514002853153,0.0006091314339507711,0.0005341642351836105
feel,0.0002631007105754781,0.0002492736531387587,0.0010729019575269265,0.0005284254404137211
group,0.0003114461022672971,0.000251304986749901,0.0010209873466788494,0.0005279128118986825
thi,0.00036589828027808267,0.0011738206367244222,4.153168867846167e-05,0.0005270835352269889
man,0.0005811624980216557,0.0008076002056870376,0.00019035357310961598,0.0005263720922727698
metal,0.0005521552630065643,0.0004643048254039742,0.0005537558490461555,0.0005234053124855647
cut,0.0005343438029095783,0.00045182663322124243,0.0005814436414984634,0.000522538025876428
way,0.0004167881662694711,0.0004669165400468716,0.000681811889138079,0.000521838865151474
said,0.0008407009165777366,0.000665697043422948,4.499266273500014e-05,0.0005171302075785615
anyth,0.000838665321138081,0.0005281467388970207,0.00016958772877038515,0.0005121332629351623
hand,0.0004432509069849931,0.0005629696008023188,0.0005295290306503862,0.000511916512812566
veri,0.0004997386804354342,0.0005893769377471698,0.00044300467923692445,0.0005107067658065094
tree,0.0006524083384095994,0.0006726616158040077,0.00020419746933576986,0.0005097558078497924
head,0.0005781091048621724,0.0005972120816758619,0.00035301935376692416,0.0005094468467683194
purpos,0.000513987848513023,0.000423387962665249,0.0005814436414984634,0.0005062731508922451
practic,0.00047683823173930943,0.0003911768154028483,0.0006264363042334635,0.0004981504504585404
open,0.0004997386804354342,0.00045153644270536493,0.0005364509787634632,0.0004959087006347541
belong,0.0005160234439526785,0.0004126509135777821,0.0005537558490461555,0.0004941434021922054
perform,0.00039032542555394914,0.00030382947012372563,0.0007717972146080793,0.0004886507034285847
degre,0.000390834324413863,0.0003258839493304144,0.0007406484480992331,0.0004857889072811702
white,0.000623910002254422,0.000657281518462501,0.00017304870282692361,0.00048474674118128224
measur,0.0005582620493255309,0.00046546558746748414,0.0004222388348976936,0.00048198882389690283
given,0.0005012653770151759,0.00048403778048364314,0.0004603095495196168,0.0004818709023394786
system,0.000320606281745747,0.0003270447113939243,0.0007960240330038486,0.0004812250087145066
bird,0.0006269633954139053,0.0005417856931432624,0.00024919013207077,0.00047264640687597927
hold,0.0004870162089375871,0.000414972437704802,0.0005087631863111554,0.00047025061098451485
sometim,0.0006356146760324412,0.0006413210400892394,0.00012805604009192347,0.0004683305854045346
mind,0.0004844717146380177,0.0005052216881426994,0.00040493396461500127,0.0004648757891319061
turn,0.0004905785009569843,0.0004907121623488253,0.0004118559127280782,0.00046438219201129597
design,0.000500756478155262,0.0004286113919510437,0.0004603095495196168,0.00046322580654197416
fish,0.0006483371475302884,0.0005432366457226498,0.00019727552122269292,0.000462949771491877
play,0.000364371583698341,0.0003459070949259608,0.0006748899410250021,0.0004617228732164347
life,0.0004167881662694711,0.0004866494951265405,0.00048107539385884763,0.00046150435175161975
back,0.00046615135568111785,0.00041207053254602714,0.0005018412381980785,0.0004600210421417412
follow,0.00045139328874361525,0.0004036550075855801,0.0005191461084807709,0.0004580648016033221
vessel,0.0006122053284764027,0.0004988374967933947,0.0002630340282969239,0.00045802561785557376
come,0.00034452452816169957,0.00045182663322124243,0.0005745216933853864,0.00045695761825610947
written,0.00019490826334701763,0.0006979081906853487,0.0004741534457457707,0.000455656633259379
appear,0.00046666025454103173,0.0004074274842919874,0.00048799734197192457,0.00045402836026831457
sens,0.0004651335579612901,0.0005293075009605306,0.0003599413018800011,0.0004514607869339406
materi,0.00036284488711859936,0.0002910610874251163,0.000695655785364233,0.0004498539199693162
art,0.0005414683869483727,0.0005095745458808617,0.0002976437688623086,0.000449562233897181
separ,0.0005083899610539703,0.0003891454817917059,0.0004499266273500014,0.0004491540233985592
specif,0.0005134789496531091,0.0004889710192535604,0.0003391754575407703,0.00044720847548247993
air,0.0004162792674095572,0.0004466032039354477,0.0004741534457457707,0.00044567863903025853
subject,0.00042136825600869605,0.00036970271722791445,0.0005399119528200016,0.000443660975352204
pass,0.000500756478155262,0.00047649282707082856,0.00035301935376692416,0.0004434228863310049
inhabit,0.0003302753600841108,0.000251304986749901,0.00074757039621231,0.00044305024768210725
land,0.0004778560294591372,0.00048548873306303054,0.0003634022759365396,0.00044224901281956906
show,0.00028040327181255015,0.00027074775131369247,0.0007717972146080793,0.0004409827459114406
activ,0.0001735345112306345,0.00014857754412927175,0.0010002215023396184,0.0004407778525665083
includ,0.0005806535991617418,0.0004524070142529974,0.00027687792452307775,0.0004366461793126057
author,0.00042747504232766267,0.00036447928794211976,0.0005122241603676939,0.00043472616354582545
mani,0.0005027920735949175,0.0005850240800090075,0.00021458039150538526,0.0004341321817031034
particular,0.00031500839428669425,0.0002632027979008779,0.0007233435778165407,0.00043385159000137096
affect,0.00046615135568111785,0.00037376538445019924,0.00045338760140653983,0.00043110144717928566
obtain,0.0005699667231035502,0.0004645950159198517,0.00025611208018384694,0.0004302246064024163
origin,0.0004498665921638736,0.000414392056673047,0.0004256998089542321,0.00042998615259705087
close,0.00046869584998068727,0.0004106195799666397,0.0004083949386715397,0.0004292367895396222
branch,0.00034248893272204403,0.00027655156163124215,0.0006610460447988482,0.00042669551305071145
charact,0.00047683823173930943,0.0003833416714741562,0.00041531688678461665,0.00042516559666602743
leav,0.0004804005237587066,0.0004881004477059279,0.00030456571697538555,0.00042435556281334
effect,0.0003562292019397189,0.0003128253761159276,0.0006022094858376941,0.00042375468796444684
liquid,0.0003531758087802356,0.0002701673702819375,0.0006437411745161558,0.0004223614511927763
first,0.000443759805844907,0.0005557148379053816,0.00026649500235346237,0.0004219898820345836
nativ,0.0003781118529160159,0.00032008013901286473,0.000557216823102694,0.0004184696050105249
public,0.0003943966164332602,0.00034242480873543097,0.0005156851344242324,0.0004175021865309746
support,0.0004300195366272321,0.0003241428062351495,0.000491458316028463,0.00041520688629694815
result,0.00023256677898064504,0.00020313336111423873,0.0008098679292300025,0.0004151893564416288
matter,0.0004615712659418929,0.0004152626282206794,0.0003599413018800011,0.00041225839868085784
physic,0.00014605397279528475,0.0001526402113515565,0.000931002021208849,0.0004098987351185634
found,0.0005435039823880282,0.0005322094061193055,0.00015228285848769278,0.0004093320823316755
motion,0.00043816191838585424,0.0003946591015933781,0.00039109006838884734,0.00040797036278935987
may,0.00043103733434705986,0.0007347623862017892,5.191461084807708e-05,0.0004059047771323087
write,0.0003816741449354131,0.0002971550882585435,0.0005260680565938478,0.0004016324299292681
food,0.0003679338757177382,0.0002954139451632786,0.0005399119528200016,0.00040108659123367285
cloth,0.00044783099672421805,0.0003493893811164906,0.00040493396461500127,0.00040071811415190336
remov,0.0002860011592716029,0.0002266387929003149,0.000688733837251156,0.00040045792980769124
heat,0.00038676313353455194,0.0003427149992513085,0.00046377052357615526,0.00039774955212067186
diseas,0.00039388771757334633,0.0003453267138942058,0.00045338760140653983,0.00039753401095803066
befor,0.0004081368856509351,0.0004614029202451994,0.0003218705872580779,0.00039713679771807077
serv,0.00034452452816169957,0.00029454337361564615,0.0005226070825373093,0.0003872249947715517
short,0.0003989767061724852,0.0003369111889337588,0.0004256998089542321,0.000387195901353492
hors,0.0005063543656143147,0.0004396386315543881,0.00021458039150538526,0.00038685779622469604
base,0.0003200973828858331,0.0002858376581393216,0.0005537558490461555,0.00038656363002377006
oppos,0.0005317993086100089,0.00039523948262513303,0.00023188526178807763,0.0003863080176744065
bear,0.0004493576933039597,0.00043180348762569603,0.00027687792452307775,0.00038601303515091115
famili,0.00047327593971991223,0.0003810201473471363,0.00030110474291884706,0.00038513360999529854
flower,0.0004971941861358648,0.00048548873306303054,0.00016958772877038515,0.0003840902159897601
high,0.000285492260411689,0.0003488090000847356,0.0005122241603676939,0.0003821751402880395
music,0.0002539405310970282,0.000216482124844603,0.0006748899410250021,0.0003817708656555444
connect,0.00039694111073282964,0.00035635395349755024,0.00039109006838884734,0.0003814617108730757
sir,1.984705553664148e-05,0.0011131708189060282,1.0382922169615417e-05,0.00038113359887076165
self,0.00041017248109059064,0.00039552967314101053,0.00033225350942769335,0.0003793185545530982
eye,0.0003806563472155853,0.0004727203503644213,0.00028033889857961624,0.0003779051987198743
onli,0.00033892664070264683,0.00045153644270536493,0.0003391754575407703,0.00037654618031626063
blood,0.00031907958516600533,0.0003459070949259608,0.00046377052357615526,0.0003762524012227071
free,0.0003608092916789439,0.00029976680290144084,0.00046723149763269376,0.00037593586407102614
quantiti,0.0003531758087802356,0.00029599432619503355,0.00047761441980230914,0.0003755948515925261
countri,0.0003429978315819579,0.000332848521711474,0.0004464656532934629,0.00037410400219563164
ground,0.0003597914939591161,0.00040017272139505027,0.00035648032782346266,0.00037214818105920966
wood,0.0004554644796229263,0.00045617949095940467,0.00020419746933576986,0.00037194714663936696
valu,0.00029974142848927777,0.00026871641770255007,0.0005468339009330786,0.00037176391570830215
money,0.00032467747262505806,0.000305860803734868,0.00048453636791538613,0.0003716915480917707
occur,0.0002783676763728946,0.00023099165063847718,0.0006022094858376941,0.0003705229376163553
go,0.0003592825950992022,0.0004129411040936596,0.0003357144834842318,0.0003693127275590312
term,0.00033434655096342187,0.00045153644270536493,0.0003218705872580779,0.00036925119364228826
full,0.00042849284004749043,0.00039814138778390787,0.0002734169504665393,0.0003666837260993125
carri,0.00039388771757334633,0.0003453267138942058,0.00035648032782346266,0.0003652315864303383
new,0.0002748053843534974,0.00034793842853710316,0.0004706924716892322,0.0003644787615266109
possess,0.0003674249768578243,0.0002869984202028316,0.0004291607830107705,0.00036119472669047544
three,0.00043867081724576813,0.0004648852064357292,0.00017997065094000055,0.0003611755582071659
formerli,0.0005262014211509562,0.0004808456848089908,7.614142924384639e-05,0.00036106284506793115
away,0.00036131819053885776,0.0003453267138942058,0.00036686324999307804,0.0003578360514753805
whose,0.0002910901478707417,0.00036651062155326216,0.00041531688678461665,0.0003576392187362068
sea,0.0004020300993319685,0.0004033648170697026,0.00025957305424038543,0.00035498932354735216
involv,0.00011450224348062394,0.00010185687107299685,0.0008479386438519257,0.00035476591946851543
figur,0.0005114433542134536,0.0004344152022685934,0.00011767311792230805,0.000354510558134785
develop,0.0002244243972220229,0.0002037137421459937,0.000629897278290002,0.00035267847255267287
compound,0.00036996947115739375,0.0003551931914340403,0.00033225350942769335,0.00035247205733970915
human,0.00026157401399573647,0.000251885367781656,0.0005399119528200016,0.00035112377819913133
bring,0.0003440156293017857,0.00030005699341731834,0.0003876290943323089,0.00034390057235047096
toward,0.0002814210695323779,0.0002472423195276163,0.0005018412381980785,0.0003435015424193576
draw,0.0003496135167608384,0.0003026687080602157,0.00037724617216269347,0.00034317613232791587
regard,0.0003709872688772215,0.0003131155666318051,0.00034263643159730873,0.00034224642236877845
structur,0.0002646274071552198,0.0002071960283365235,0.0005537558490461555,0.000341859761512633
govern,0.0003297664612241969,0.0002930924210362587,0.0004014729905584628,0.0003414439576063062
red,0.00041271697539016,0.0004230977721493715,0.00018343162499653902,0.0003397487908453568
church,0.00037963854949575756,0.0003766672896089741,0.00025957305424038543,0.00033862629778170567
distinct,0.00037047837001730763,0.0003476482380212257,0.0002976437688623086,0.00033859012563361397
member,0.00023104008240090339,0.0002013922180189738,0.0005814436414984634,0.00033795864730611357
exist,0.0002783676763728946,0.00023534450837663944,0.0004949192900850015,0.0003362104916115119
studi,0.00014249168077588756,0.000125942683890828,0.0007371874740426946,0.00033520727956980336
cell,0.00024834264363797547,0.0002307014601225997,0.0005260680565938478,0.00033503738678480763
equal,0.0003720050665970493,0.0003427149992513085,0.00028379987263615474,0.00033283997949483754
less,0.0003027948216487611,0.0003630283353627323,0.00033225350942769335,0.00033269222214639556
iron,0.0004203504582888683,0.00044428167980842785,0.00012805604009192347,0.0003308960593964066
arrang,0.00030432151822850273,0.00025449708242455336,0.0004291607830107705,0.0003293264612212756
oper,0.00024478035161857827,0.00022721917393206989,0.0005156851344242324,0.00032922821999162684
fruit,0.0003806563472155853,0.0003421346182195535,0.0002630340282969239,0.0003286083312440209
american,0.00038370974037506863,0.0004428307272290404,0.0001592048066007697,0.0003285817580682929
day,0.0003089016079677277,0.0005443974077861597,0.00012805604009192347,0.0003271183519486036
principl,0.00031093720340738323,0.0002695869892501825,0.00039455104244538584,0.00032502507836765053
hous,0.0003979589084526574,0.0004230977721493715,0.00015228285848769278,0.0003244465130299072
either,0.00034859571904101064,0.000350840333695878,0.0002734169504665393,0.00032428433440114267
ship,0.00037047837001730763,0.00035200109575938795,0.00024919013207077,0.0003238898659491552
respect,0.0002402002618793533,0.0002304112696067222,0.00049838026414154,0.0003229972652092052
accord,0.0002961791364698806,0.0002791632762741395,0.00039109006838884734,0.0003221441603776225
excess,0.00028701895699143065,0.0002016824085348513,0.00047761441980230914,0.00032210526177619707
ancient,0.0003058482148082444,0.00028902975381397397,0.00037032422404961653,0.00032173406422394496
event,0.00019185487018753432,0.0001526402113515565,0.0006195143561203865,0.00032133647921982574
deriv,0.0003460512247414412,0.00027800251421062955,0.0003357144834842318,0.0003199227408121009
provid,0.00011043105260131286,0.00011404487273985117,0.0007302655259296176,0.0003182471504235939
scienc,0.00030381261936858884,0.0002492736531387587,0.0004014729905584628,0.0003181864210219368
old,0.00033434655096342187,0.0004756222555231961,0.00014189993631807737,0.00031728958093489844
servic,0.0002890545524310862,0.0002632027979008779,0.0003980120165019243,0.0003167564556112961
indic,0.0002793854740927224,0.0002396973661148017,0.0004291607830107705,0.00031608120773943157
collect,0.0003989767061724852,0.0002954139451632786,0.00025265110612730844,0.00031568058582102406
littl,0.0003333287532435941,0.000368832145680282,0.00023880720990115457,0.0003136560362750102
lower,0.0003399444384224746,0.00028351613401230173,0.000314948639145001,0.0003128030705265925
care,0.00022900448696124787,0.0002266387929003149,0.00047761441980230914,0.0003110858998879573
combin,0.0003440156293017857,0.0002814848004011594,0.00030456571697538555,0.0003100220488927769
variou,0.00029363464217031115,0.0002858376581393216,0.00034609740565384723,0.00030852323532115997
bone,0.0003714961677371354,0.0003136959476635601,0.00023880720990115457,0.0003079997751006167
stone,0.00039032542555394914,0.00037231443187081184,0.0001592048066007697,0.0003072815546751769
determin,0.00025852062083625316,0.00022692898341619239,0.0004360827311238475,0.000307177445125431
wind,0.0003226418771854025,0.000341844427703676,0.00025611208018384694,0.00030686612835764183
god,0.00021221082458408968,0.00042803101091928874,0.00028033889857961624,0.0003068602446943316
earth,0.00031093720340738323,0.00035171090524351045,0.00025265110612730844,0.0003050997382594007
grow,0.0003435067304418718,0.00029280223052038126,0.00027687792452307775,0.00030439562849511023
fit,0.00032569527034488583,0.00028177499091703684,0.00030456571697538555,0.0003040119927457694
well,0.00024579814933840604,0.0003885651007599509,0.00027687792452307775,0.0003037470582071449
tend,0.00031042830454746935,0.00020400393266187117,0.00039455104244538584,0.0003029944265515755
face,0.0002915990467306556,0.0003136959476635601,0.0002976437688623086,0.00030097958775217483
strong,0.0002681896991746169,0.00026436355996438784,0.00037032422404961653,0.00030095916106287376
repres,0.00030686601252807215,0.00027219870389307986,0.0003218705872580779,0.00030031176789307665
within,0.0002631007105754781,0.00026639489357553023,0.00037032422404961653,0.0002999399427335416
court,0.0003089016079677277,0.0003549030009181628,0.0002353462358446161,0.0002997169482435022
book,0.00036284488711859936,0.0003409738561560436,0.00019381454716615445,0.00029921109681359915
busi,0.0003094105068276416,0.0002695869892501825,0.0003184096132015394,0.0002991357030931212
present,0.00026717190145478915,0.00027684175214711965,0.00035301935376692416,0.00029901100245627765
hard,0.00028752785585134453,0.0002733594659565898,0.0003357144834842318,0.00029886726843072206
period,0.00019083707246770655,0.0002103881240111758,0.0004949192900850015,0.00029871482885462794
distinguish,0.00034147113500221626,0.00033458966480673895,0.0002111194174488468,0.000295726739085934
prepar,0.0003012681250690194,0.0002652341315120203,0.0003184096132015394,0.00029497062326085973
much,0.000316026192006522,0.0004141018661571695,0.00015228285848769278,0.0002941369722171281
low,0.0002717519911940141,0.0002899003253616064,0.0003184096132015394,0.00029335397658572
skin,0.000263609609435392,0.00020052164647134136,0.0004118559127280782,0.0002919957228782705
fix,0.0002921079455905695,0.00027103794182956997,0.0003114876650884625,0.0002915445175028673
desir,0.00023867356529961166,0.00020951755246354336,0.0004256998089542321,0.00029129697557246236
fall,0.0003058482148082444,0.0003134057571476826,0.00025265110612730844,0.00029063502602774514
skill,0.00025241383451728654,0.00019355707409028175,0.0004256998089542321,0.00029055690585393345
south,0.0002218799029224535,0.00042222720060173906,0.00021804136556192376,0.00028738282302870544
function,0.0001323137035776099,0.00013406801833539756,0.0005952875377246172,0.0002872230865458749
reason,0.00022951338582116173,0.00025855974964683815,0.00037032422404961653,0.0002861324531725388
divis,0.0003918521221336908,0.0002736496564724673,0.00019035357310961598,0.0002852851172385913
opposit,0.00031857068630609145,0.0002501442246863911,0.00028379987263615474,0.00028417159454287907
letter,0.00034147113500221626,0.00031659785282233495,0.00019035357310961598,0.00028280752031138907
charg,0.0002788765752328085,0.0002553676539721858,0.0003114876650884625,0.00028191063143115223
treat,0.00028651005813151676,0.0002176428869081129,0.0003391754575407703,0.00028110946752679997
doctrin,0.00027073419347418634,0.0002144507912334606,0.00035648032782346266,0.00028055510417703656
black,0.00032467747262505806,0.000423387962665249,9.344629952653874e-05,0.00028050391160561525
divid,0.00030330372050867496,0.0002669752746072852,0.0002699559764100008,0.000280078323841987
mass,0.0003165350908664359,0.00026059108325798055,0.0002630340282969239,0.0002800534008071134
build,0.00028956345129100007,0.0002283799359955798,0.0003218705872580779,0.00027993799151488594
extrem,0.00021017522914443414,0.00018311021551869233,0.0004464656532934629,0.00027991703265219645
space,0.00027734987865306684,0.00023534450837663944,0.00032533156131461636,0.00027934198278144087
round,0.0003267130680647136,0.0003174684243699674,0.00019381454716615445,0.00027933201320027846
abov,0.00028294776611211957,0.00034677766647359326,0.00020765844339230833,0.0002791279586593404
receiv,0.0003175528885862637,0.0003073117563142554,0.0002111194174488468,0.0002786613541164553
complet,0.00019847055536641482,0.00018456116809807975,0.0004499266273500014,0.000277652783604832
cours,0.0003022859227888472,0.0002739398469883448,0.00025265110612730844,0.0002762922919681668
spirit,0.00029974142848927777,0.0003212409010763747,0.00020765844339230833,0.00027621359098598696
limit,0.00026768080031470303,0.00021735269639223544,0.00034263643159730873,0.0002758899761014157
run,0.0002681896991746169,0.00029048070639336136,0.00026649500235346237,0.00027505513597381355
whole,0.00025597612653668374,0.0003055706132189905,0.0002630340282969239,0.00027486025601753273
case,0.0003083927091078138,0.00035055014318000055,0.00016266578065730818,0.00027386954431504084
size,0.00025190493565737266,0.00021474098174933807,0.00035301935376692416,0.0002732217570578783
rule,0.0002646274071552198,0.00025275593932928847,0.00030110474291884706,0.00027282936313445175
